Satellite 	COSPAR 	Date 	LS 		Launch Vehicle 	Remarks
Starlink v1.5 G4-20-44 (Starlink 4645) 	2022-107AV 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-45 (Starlink 4670) 	2022-107AW 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-46 (Starlink 4656) 	2022-107AX 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-47 (Starlink 4589) 	2022-107AY 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-48 (Starlink 4657) 	2022-107AZ 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-49 (Starlink 4669) 	2022-107BA 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-50 (Starlink 4680) 	2022-107BB 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-51 (Starlink 4612) 	2022-107BC 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-21-1 (Starlink 4260) 	2022-076A 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-2 (Starlink 4259) 	2022-076B 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-3 (Starlink 4291) 	2022-076C 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-4 (Starlink 4293) 	2022-076D 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-5 (Starlink 4286) 	2022-076E 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-6 (Starlink 4285) 	2022-076F 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-7 (Starlink 4269) 	2022-076G 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-8 (Starlink 4264) 	2022-076H 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-9 (Starlink 4256) 	2022-076J 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-10 (Starlink 4296) 	2022-076K 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-11 (Starlink 4295) 	2022-076L 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-12 (Starlink 4301) 	2022-076M 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-13 (Starlink 4254) 	2022-076N 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-14 (Starlink 4217) 	2022-076P 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-15 (Starlink 4194) 	2022-076Q 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-16 (Starlink 4190) 	2022-076R 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-17 (Starlink 4121) 	2022-076S 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-18 (Starlink 4255) 	2022-076T 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-19 (Starlink 4253) 	2022-076U 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-20 (Starlink 4288) 	2022-076V 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-21 (Starlink 4290) 	2022-076W 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-22 (Starlink 4215) 	2022-076X 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-23 (Starlink 4275) 	2022-076Y 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-24 (Starlink 4277) 	2022-076Z 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-25 (Starlink 4263) 	2022-076AA 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-26 (Starlink 4265) 	2022-076AB 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-27 (Starlink 4271) 	2022-076AC 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-28 (Starlink 4177) 	2022-076AD 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-29 (Starlink 4183) 	2022-076AE 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-30 (Starlink 4262) 	2022-076AF 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-31 (Starlink 4283) 	2022-076AG 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-32 (Starlink 4281) 	2022-076AH 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-33 (Starlink 4279) 	2022-076AJ 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-34 (Starlink 4282) 	2022-076AK 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-35 (Starlink 4287) 	2022-076AL 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-36 (Starlink 4203) 	2022-076AM 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-37 (Starlink 4216) 	2022-076AN 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-38 (Starlink 4284) 	2022-076AP 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-39 (Starlink 4289) 	2022-076AQ 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-40 (Starlink 4218) 	2022-076AR 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-41 (Starlink 4119) 	2022-076AS 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-42 (Starlink 4158) 	2022-076AT 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-43 (Starlink 4161) 	2022-076AU 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-44 (Starlink 4143) 	2022-076AV 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-45 (Starlink 4160) 	2022-076AW 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-46 (Starlink 4137) 	2022-076AX 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-47 (Starlink 4115) 	2022-076AY 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-48 (Starlink 4167) 	2022-076AZ 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-49 (Starlink 4151) 	2022-076BA 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-50 (Starlink 4157) 	2022-076BB 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-51 (Starlink 4155) 	2022-076BC 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-52 (Starlink 4153) 	2022-076BD 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-21-53 (Starlink 4156) 	2022-076BE 	07.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-21-1, …, G4-21-53
Starlink v1.5 G4-22-1 (Starlink 4063) 	2022-083A 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-2 (Starlink 4154) 	2022-083B 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-3 (Starlink 4150) 	2022-083C 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-4 (Starlink 4023) 	2022-083D 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-5 (Starlink 4152) 	2022-083E 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-6 (Starlink 4145) 	2022-083F 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-7 (Starlink 4141) 	2022-083G 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-8 (Starlink 4185) 	2022-083H 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-9 (Starlink 4170) 	2022-083J 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-10 (Starlink 4103) 	2022-083K 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-11 (Starlink 4101) 	2022-083L 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-12 (Starlink 4102) 	2022-083M 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-13 (Starlink 4100) 	2022-083N 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-14 (Starlink 4106) 	2022-083P 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-15 (Starlink 4099) 	2022-083Q 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-16 (Starlink 4094) 	2022-083R 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-17 (Starlink 4066) 	2022-083S 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-18 (Starlink 4021) 	2022-083T 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-19 (Starlink 4038) 	2022-083U 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-20 (Starlink 4040) 	2022-083V 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-21 (Starlink 4045) 	2022-083W 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-22 (Starlink 4098) 	2022-083X 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-23 (Starlink 4077) 	2022-083Y 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-24 (Starlink 4088) 	2022-083Z 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-25 (Starlink 4087) 	2022-083AA 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-26 (Starlink 4093) 	2022-083AB 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-27 (Starlink 4054) 	2022-083AC 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-28 (Starlink 4111) 	2022-083AD 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-29 (Starlink 4096) 	2022-083AE 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-30 (Starlink 4055) 	2022-083AF 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-31 (Starlink 4114) 	2022-083AG 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-32 (Starlink 4104) 	2022-083AH 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-33 (Starlink 4116) 	2022-083AJ 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-34 (Starlink 4090) 	2022-083AK 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-35 (Starlink 4110) 	2022-083AL 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-36 (Starlink 3683) 	2022-083AM 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-37 (Starlink 4105) 	2022-083AN 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-38 (Starlink 4117) 	2022-083AP 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-39 (Starlink 4095) 	2022-083AQ 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-40 (Starlink 4052) 	2022-083AR 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-41 (Starlink 4299) 	2022-083AS 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-42 (Starlink 4300) 	2022-083AT 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-43 (Starlink 4205) 	2022-083AU 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-44 (Starlink 4292) 	2022-083AV 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-45 (Starlink 4294) 	2022-083AW 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-46 (Starlink 4298) 	2022-083AX 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-47 (Starlink 4280) 	2022-083AY 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-48 (Starlink 4276) 	2022-083AZ 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-49 (Starlink 4258) 	2022-083BA 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-50 (Starlink 4273) 	2022-083BB 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-51 (Starlink 4278) 	2022-083BC 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-52 (Starlink 4268) 	2022-083BD 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-22-53 (Starlink 4257) 	2022-083BE 	17.07.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-22-1, …, G4-22-53
Starlink v1.5 G4-23-1 (Starlink 4691) 	2022-104A 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-2 (Starlink 4673) 	2022-104B 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-3 (Starlink 4689) 	2022-104C 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-4 (Starlink 4674) 	2022-104D 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-5 (Starlink 4672) 	2022-104E 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-6 (Starlink 4671) 	2022-104F 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-7 (Starlink 4681) 	2022-104G 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-8 (Starlink 4684) 	2022-104H 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-9 (Starlink 4668) 	2022-104J 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-10 (Starlink 4682) 	2022-104K 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-11 (Starlink 4676) 	2022-104L 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-12 (Starlink 4665) 	2022-104M 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-13 (Starlink 4677) 	2022-104N 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-14 (Starlink 4675) 	2022-104P 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-15 (Starlink 4648) 	2022-104Q 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-16 (Starlink 4692) 	2022-104R 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-17 (Starlink 4690) 	2022-104S 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-18 (Starlink 4693) 	2022-104T 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-19 (Starlink 4590) 	2022-104U 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-20 (Starlink 4591) 	2022-104V 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-21 (Starlink 4647) 	2022-104W 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-22 (Starlink 4660) 	2022-104X 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-23 (Starlink 4610) 	2022-104Y 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-24 (Starlink 4650) 	2022-104Z 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-25 (Starlink 4658) 	2022-104AA 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-26 (Starlink 4655) 	2022-104AB 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
Starlink v1.5 G4-23-27 (Starlink 4654) 	2022-104AC 	28.08.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-23-1, …, G4-23-54
